Room 1:
  Tile: 78  | Grid: ( 0,  0) | Screen: ( 32,   0) | Depth: -16 | Prio: 0
  Tile: 55  | Grid: ( 6, 18) | Screen: (128, 144) | Depth:  28 | Prio: 1
  Tile: 56  | Grid: ( 6, 19) | Screen: (128, 152) | Depth:  28 | Prio: 1
  Tile: 54  | Grid: ( 7, 16) | Screen: (144, 128) | Depth:  28 | Prio: 1
  Tile: 55  | Grid: ( 7, 17) | Screen: (144, 136) | Depth:  28 | Prio: 1
  Tile: 54  | Grid: ( 8, 15) | Screen: (160, 120) | Depth:  28 | Prio: 1
  Tile: 55  | Grid: ( 8, 16) | Screen: (160, 128) | Depth:  28 | Prio: 1
  Tile: 54  | Grid: ( 9, 14) | Screen: (176, 112) | Depth:  28 | Prio: 1
  Tile: 55  | Grid: ( 9, 15) | Screen: (176, 120) | Depth:  28 | Prio: 1
  Tile: 54  | Grid: (10, 13) | Screen: (192, 104) | Depth:  28 | Prio: 1
  Tile: 55  | Grid: (10, 14) | Screen: (192, 112) | Depth:  28 | Prio: 1
  Tile: 54  | Grid: (11, 12) | Screen: (208,  96) | Depth:  28 | Prio: 1
  Tile: 55  | Grid: (11, 13) | Screen: (208, 104) | Depth:  28 | Prio: 1
  Tile: 54  | Grid: ( 6, 17) | Screen: (128, 136) | Depth:  28 | Prio: 2
  Tile: 56  | Grid: ( 7, 18) | Screen: (144, 144) | Depth:  28 | Prio: 2
  Tile: 56  | Grid: ( 8, 17) | Screen: (160, 136) | Depth:  28 | Prio: 2
  Tile: 56  | Grid: ( 9, 16) | Screen: (176, 128) | Depth:  28 | Prio: 2
  Tile: 56  | Grid: (10, 15) | Screen: (192, 120) | Depth:  28 | Prio: 2
  Tile: 56  | Grid: (11, 14) | Screen: (208, 112) | Depth:  28 | Prio: 2
Room 22:
  Tile: 8   | Grid: ( 0,  0) | Screen: ( 32,   0) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 0,  1) | Screen: ( 32,   8) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  2) | Screen: ( 32,  16) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  3) | Screen: ( 32,  24) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  4) | Screen: ( 32,  32) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  5) | Screen: ( 32,  40) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  6) | Screen: ( 32,  48) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  7) | Screen: ( 32,  56) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  8) | Screen: ( 32,  64) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0,  9) | Screen: ( 32,  72) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 0, 10) | Screen: ( 32,  80) | Depth: -16 | Prio: 0
  Tile: 11  | Grid: ( 0, 11) | Screen: ( 32,  88) | Depth: -16 | Prio: 0
  Tile: 11  | Grid: ( 0, 12) | Screen: ( 32,  96) | Depth: -16 | Prio: 0
  Tile: 11  | Grid: ( 0, 13) | Screen: ( 32, 104) | Depth: -16 | Prio: 0
  Tile: 44  | Grid: ( 0, 14) | Screen: ( 32, 112) | Depth: -16 | Prio: 0
  Tile: 56  | Grid: ( 0, 15) | Screen: ( 32, 120) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 0, 16) | Screen: ( 32, 128) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 0, 17) | Screen: ( 32, 136) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 0, 18) | Screen: ( 32, 144) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 0, 19) | Screen: ( 32, 152) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 1,  0) | Screen: ( 48,   0) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 1,  1) | Screen: ( 48,   8) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  2) | Screen: ( 48,  16) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  3) | Screen: ( 48,  24) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  4) | Screen: ( 48,  32) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  5) | Screen: ( 48,  40) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  6) | Screen: ( 48,  48) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  7) | Screen: ( 48,  56) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  8) | Screen: ( 48,  64) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1,  9) | Screen: ( 48,  72) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1, 10) | Screen: ( 48,  80) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 1, 11) | Screen: ( 48,  88) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 1, 12) | Screen: ( 48,  96) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 1, 13) | Screen: ( 48, 104) | Depth: -16 | Prio: 0
  Tile: 107 | Grid: ( 1, 14) | Screen: ( 48, 112) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 1, 15) | Screen: ( 48, 120) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 1, 16) | Screen: ( 48, 128) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 1, 17) | Screen: ( 48, 136) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 1, 18) | Screen: ( 48, 144) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 1, 19) | Screen: ( 48, 152) | Depth: -16 | Prio: 0
  Tile: 3   | Grid: ( 2,  0) | Screen: ( 64,   0) | Depth: -16 | Prio: 0
  Tile: 4   | Grid: ( 2,  1) | Screen: ( 64,   8) | Depth: -16 | Prio: 0
  Tile: 3   | Grid: ( 2,  2) | Screen: ( 64,  16) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  3) | Screen: ( 64,  24) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  4) | Screen: ( 64,  32) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  5) | Screen: ( 64,  40) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  6) | Screen: ( 64,  48) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  7) | Screen: ( 64,  56) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  8) | Screen: ( 64,  64) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2,  9) | Screen: ( 64,  72) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 2, 10) | Screen: ( 64,  80) | Depth: -16 | Prio: 0
  Tile: 108 | Grid: ( 2, 11) | Screen: ( 64,  88) | Depth: -16 | Prio: 0
  Tile: 44  | Grid: ( 2, 12) | Screen: ( 64,  96) | Depth: -16 | Prio: 0
  Tile: 3   | Grid: ( 2, 13) | Screen: ( 64, 104) | Depth: -16 | Prio: 0
  Tile: 99  | Grid: ( 2, 14) | Screen: ( 64, 112) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 2, 15) | Screen: ( 64, 120) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 2, 16) | Screen: ( 64, 128) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 2, 17) | Screen: ( 64, 136) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 2, 18) | Screen: ( 64, 144) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 2, 19) | Screen: ( 64, 152) | Depth: -16 | Prio: 0
  Tile: 4   | Grid: ( 3,  0) | Screen: ( 80,   0) | Depth: -16 | Prio: 0
  Tile: 3   | Grid: ( 3,  1) | Screen: ( 80,   8) | Depth: -16 | Prio: 0
  Tile: 4   | Grid: ( 3,  2) | Screen: ( 80,  16) | Depth: -16 | Prio: 0
  Tile: 3   | Grid: ( 3,  3) | Screen: ( 80,  24) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 3,  4) | Screen: ( 80,  32) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 3,  5) | Screen: ( 80,  40) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 3,  6) | Screen: ( 80,  48) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 3,  7) | Screen: ( 80,  56) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 3,  8) | Screen: ( 80,  64) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 3,  9) | Screen: ( 80,  72) | Depth: -16 | Prio: 0
  Tile: 174 | Grid: ( 3, 10) | Screen: ( 80,  80) | Depth: -16 | Prio: 0
  Tile: 78  | Grid: ( 3, 11) | Screen: ( 80,  88) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 3, 12) | Screen: ( 80,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 3, 13) | Screen: ( 80, 104) | Depth: -16 | Prio: 0
  Tile: 181 | Grid: ( 3, 14) | Screen: ( 80, 112) | Depth: -16 | Prio: 0
  Tile: 179 | Grid: ( 3, 15) | Screen: ( 80, 120) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 3, 16) | Screen: ( 80, 128) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 3, 17) | Screen: ( 80, 136) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 3, 18) | Screen: ( 80, 144) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 4,  0) | Screen: ( 96,   0) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 4,  1) | Screen: ( 96,   8) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 4,  2) | Screen: ( 96,  16) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 4,  3) | Screen: ( 96,  24) | Depth: -16 | Prio: 0
  Tile: 107 | Grid: ( 4,  4) | Screen: ( 96,  32) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 4,  5) | Screen: ( 96,  40) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 4,  6) | Screen: ( 96,  48) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 4,  7) | Screen: ( 96,  56) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 4,  8) | Screen: ( 96,  64) | Depth: -16 | Prio: 0
  Tile: 174 | Grid: ( 4,  9) | Screen: ( 96,  72) | Depth: -16 | Prio: 0
  Tile: 78  | Grid: ( 4, 10) | Screen: ( 96,  80) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 4, 11) | Screen: ( 96,  88) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 4, 12) | Screen: ( 96,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 4, 13) | Screen: ( 96, 104) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 4, 14) | Screen: ( 96, 112) | Depth: -16 | Prio: 0
  Tile: 181 | Grid: ( 4, 15) | Screen: ( 96, 120) | Depth: -16 | Prio: 0
  Tile: 179 | Grid: ( 4, 16) | Screen: ( 96, 128) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 4, 17) | Screen: ( 96, 136) | Depth: -16 | Prio: 0
  Tile: 42  | Grid: ( 4, 19) | Screen: ( 96, 152) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 5,  0) | Screen: (112,   0) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 5,  1) | Screen: (112,   8) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 5,  2) | Screen: (112,  16) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 5,  3) | Screen: (112,  24) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 5,  4) | Screen: (112,  32) | Depth: -16 | Prio: 0
  Tile: 107 | Grid: ( 5,  5) | Screen: (112,  40) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 5,  6) | Screen: (112,  48) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 5,  7) | Screen: (112,  56) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5,  8) | Screen: (112,  64) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5,  9) | Screen: (112,  72) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5, 10) | Screen: (112,  80) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5, 11) | Screen: (112,  88) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5, 12) | Screen: (112,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5, 13) | Screen: (112, 104) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5, 14) | Screen: (112, 112) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 5, 15) | Screen: (112, 120) | Depth: -16 | Prio: 0
  Tile: 181 | Grid: ( 5, 16) | Screen: (112, 128) | Depth: -16 | Prio: 0
  Tile: 179 | Grid: ( 5, 17) | Screen: (112, 136) | Depth: -16 | Prio: 0
  Tile: 42  | Grid: ( 5, 18) | Screen: (112, 144) | Depth: -16 | Prio: 0
  Tile: 10  | Grid: ( 5, 19) | Screen: (112, 152) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 6,  0) | Screen: (128,   0) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 6,  1) | Screen: (128,   8) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 6,  2) | Screen: (128,  16) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 6,  3) | Screen: (128,  24) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6,  9) | Screen: (128,  72) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 10) | Screen: (128,  80) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 11) | Screen: (128,  88) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 12) | Screen: (128,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 13) | Screen: (128, 104) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 14) | Screen: (128, 112) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 15) | Screen: (128, 120) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 6, 16) | Screen: (128, 128) | Depth: -16 | Prio: 0
  Tile: 19  | Grid: ( 6, 17) | Screen: (128, 136) | Depth: -16 | Prio: 0
  Tile: 10  | Grid: ( 6, 18) | Screen: (128, 144) | Depth: -16 | Prio: 0
  Tile: 41  | Grid: ( 6, 19) | Screen: (128, 152) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 7,  0) | Screen: (144,   0) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 7,  1) | Screen: (144,   8) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 7,  2) | Screen: (144,  16) | Depth: -16 | Prio: 0
  Tile: 7   | Grid: ( 7,  3) | Screen: (144,  24) | Depth: -16 | Prio: 0
  Tile: 8   | Grid: ( 7,  4) | Screen: (144,  32) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 7, 10) | Screen: (144,  80) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 7, 11) | Screen: (144,  88) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 7, 12) | Screen: (144,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 7, 13) | Screen: (144, 104) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 7, 14) | Screen: (144, 112) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 7, 15) | Screen: (144, 120) | Depth: -16 | Prio: 0
  Tile: 18  | Grid: ( 7, 16) | Screen: (144, 128) | Depth: -16 | Prio: 0
  Tile: 17  | Grid: ( 7, 17) | Screen: (144, 136) | Depth: -16 | Prio: 0
  Tile: 11  | Grid: ( 7, 18) | Screen: (144, 144) | Depth: -16 | Prio: 0
  Tile: 44  | Grid: ( 7, 19) | Screen: (144, 152) | Depth: -16 | Prio: 0
  Tile: 90  | Grid: ( 8,  6) | Screen: (160,  48) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: ( 8,  7) | Screen: (160,  56) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: ( 8,  8) | Screen: (160,  64) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 8, 11) | Screen: (160,  88) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 8, 12) | Screen: (160,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 8, 13) | Screen: (160, 104) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 8, 14) | Screen: (160, 112) | Depth: -16 | Prio: 0
  Tile: 133 | Grid: ( 8, 15) | Screen: (160, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 8, 16) | Screen: (160, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 8, 17) | Screen: (160, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 8, 18) | Screen: (160, 144) | Depth: -16 | Prio: 0
  Tile: 11  | Grid: ( 8, 19) | Screen: (160, 152) | Depth: -16 | Prio: 0
  Tile: 90  | Grid: ( 9,  5) | Screen: (176,  40) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: ( 9,  6) | Screen: (176,  48) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: ( 9,  7) | Screen: (176,  56) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: ( 9,  8) | Screen: (176,  64) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: ( 9,  9) | Screen: (176,  72) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 9, 12) | Screen: (176,  96) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: ( 9, 13) | Screen: (176, 104) | Depth: -16 | Prio: 0
  Tile: 133 | Grid: ( 9, 14) | Screen: (176, 112) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 9, 15) | Screen: (176, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 9, 16) | Screen: (176, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 9, 17) | Screen: (176, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 9, 18) | Screen: (176, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: ( 9, 19) | Screen: (176, 152) | Depth: -16 | Prio: 0
  Tile: 80  | Grid: (10,  5) | Screen: (192,  40) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (10,  6) | Screen: (192,  48) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (10,  7) | Screen: (192,  56) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (10,  8) | Screen: (192,  64) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (10,  9) | Screen: (192,  72) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (10, 10) | Screen: (192,  80) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: (10, 13) | Screen: (192, 104) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (10, 14) | Screen: (192, 112) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (10, 15) | Screen: (192, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (10, 16) | Screen: (192, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (10, 17) | Screen: (192, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (10, 18) | Screen: (192, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (10, 19) | Screen: (192, 152) | Depth: -16 | Prio: 0
  Tile: 80  | Grid: (11,  6) | Screen: (208,  48) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (11,  7) | Screen: (208,  56) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (11,  8) | Screen: (208,  64) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (11,  9) | Screen: (208,  72) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 13) | Screen: (208, 104) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 14) | Screen: (208, 112) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 15) | Screen: (208, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 16) | Screen: (208, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 17) | Screen: (208, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 18) | Screen: (208, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (11, 19) | Screen: (208, 152) | Depth: -16 | Prio: 0
  Tile: 80  | Grid: (12,  7) | Screen: (224,  56) | Depth: -16 | Prio: 0
  Tile: 6   | Grid: (12,  8) | Screen: (224,  64) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 13) | Screen: (224, 104) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 14) | Screen: (224, 112) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 15) | Screen: (224, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 16) | Screen: (224, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 17) | Screen: (224, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 18) | Screen: (224, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (12, 19) | Screen: (224, 152) | Depth: -16 | Prio: 0
  Tile: 2   | Grid: (13, 13) | Screen: (240, 104) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (13, 14) | Screen: (240, 112) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (13, 15) | Screen: (240, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (13, 16) | Screen: (240, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (13, 17) | Screen: (240, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (13, 18) | Screen: (240, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (13, 19) | Screen: (240, 152) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (14, 15) | Screen: (256, 120) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (14, 16) | Screen: (256, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (14, 17) | Screen: (256, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (14, 18) | Screen: (256, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (14, 19) | Screen: (256, 152) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (15, 16) | Screen: (272, 128) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (15, 17) | Screen: (272, 136) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (15, 18) | Screen: (272, 144) | Depth: -16 | Prio: 0
  Tile: 5   | Grid: (15, 19) | Screen: (272, 152) | Depth: -16 | Prio: 0
  Tile: 169 | Grid: ( 0,  0) | Screen: ( 32,   0) | Depth: -16 | Prio: 1
  Tile: 170 | Grid: ( 0,  1) | Screen: ( 32,   8) | Depth: -16 | Prio: 1
  Tile: 8   | Grid: ( 0,  2) | Screen: ( 32,  16) | Depth: -16 | Prio: 1
  Tile: 7   | Grid: ( 0,  3) | Screen: ( 32,  24) | Depth: -16 | Prio: 1
  Tile: 107 | Grid: ( 0,  4) | Screen: ( 32,  32) | Depth: -16 | Prio: 1
  Tile: 46  | Grid: ( 0, 10) | Screen: ( 32,  80) | Depth: -16 | Prio: 1
  Tile: 54  | Grid: ( 0, 13) | Screen: ( 32, 104) | Depth: -16 | Prio: 1
  Tile: 55  | Grid: ( 0, 14) | Screen: ( 32, 112) | Depth: -16 | Prio: 1
  Tile: 78  | Grid: ( 0, 15) | Screen: ( 32, 120) | Depth: -16 | Prio: 1
  Tile: 169 | Grid: ( 1,  1) | Screen: ( 48,   8) | Depth: -16 | Prio: 1
  Tile: 7   | Grid: ( 1,  2) | Screen: ( 48,  16) | Depth: -16 | Prio: 1
  Tile: 8   | Grid: ( 1,  3) | Screen: ( 48,  24) | Depth: -16 | Prio: 1
  Tile: 7   | Grid: ( 1,  4) | Screen: ( 48,  32) | Depth: -16 | Prio: 1
  Tile: 107 | Grid: ( 1,  5) | Screen: ( 48,  40) | Depth: -16 | Prio: 1
  Tile: 54  | Grid: ( 1, 12) | Screen: ( 48,  96) | Depth: -16 | Prio: 1
  Tile: 55  | Grid: ( 1, 13) | Screen: ( 48, 104) | Depth: -16 | Prio: 1
  Tile: 56  | Grid: ( 1, 14) | Screen: ( 48, 112) | Depth: -16 | Prio: 1
  Tile: 172 | Grid: ( 2,  1) | Screen: ( 64,   8) | Depth: -16 | Prio: 1
  Tile: 171 | Grid: ( 2,  2) | Screen: ( 64,  16) | Depth: -16 | Prio: 1
  Tile: 4   | Grid: ( 2,  3) | Screen: ( 64,  24) | Depth: -16 | Prio: 1
  Tile: 3   | Grid: ( 2,  4) | Screen: ( 64,  32) | Depth: -16 | Prio: 1
  Tile: 99  | Grid: ( 2,  5) | Screen: ( 64,  40) | Depth: -16 | Prio: 1
  Tile: 173 | Grid: ( 2, 10) | Screen: ( 64,  80) | Depth: -16 | Prio: 1
  Tile: 4   | Grid: ( 2, 12) | Screen: ( 64,  96) | Depth: -16 | Prio: 1
  Tile: 180 | Grid: ( 2, 13) | Screen: ( 64, 104) | Depth: -16 | Prio: 1
  Tile: 179 | Grid: ( 2, 14) | Screen: ( 64, 112) | Depth: -16 | Prio: 1
  Tile: 172 | Grid: ( 3,  0) | Screen: ( 80,   0) | Depth: -16 | Prio: 1
  Tile: 171 | Grid: ( 3,  1) | Screen: ( 80,   8) | Depth: -16 | Prio: 1
  Tile: 99  | Grid: ( 3,  4) | Screen: ( 80,  32) | Depth: -16 | Prio: 1
  Tile: 173 | Grid: ( 3,  9) | Screen: ( 80,  72) | Depth: -16 | Prio: 1
  Tile: 109 | Grid: ( 3, 11) | Screen: ( 80,  88) | Depth: -16 | Prio: 1
  Tile: 70  | Grid: ( 3, 12) | Screen: ( 80,  96) | Depth: -16 | Prio: 1
  Tile: 182 | Grid: ( 3, 13) | Screen: ( 80, 104) | Depth: -16 | Prio: 1
  Tile: 79  | Grid: ( 3, 15) | Screen: ( 80, 120) | Depth: -16 | Prio: 1
  Tile: 169 | Grid: ( 4,  0) | Screen: ( 96,   0) | Depth: -16 | Prio: 1
  Tile: 170 | Grid: ( 4,  1) | Screen: ( 96,   8) | Depth: -16 | Prio: 1
  Tile: 44  | Grid: ( 4,  8) | Screen: ( 96,  64) | Depth: -16 | Prio: 1
  Tile: 109 | Grid: ( 4, 10) | Screen: ( 96,  80) | Depth: -16 | Prio: 1
  Tile: 70  | Grid: ( 4, 13) | Screen: ( 96, 104) | Depth: -16 | Prio: 1
  Tile: 182 | Grid: ( 4, 14) | Screen: ( 96, 112) | Depth: -16 | Prio: 1
  Tile: 79  | Grid: ( 4, 16) | Screen: ( 96, 128) | Depth: -16 | Prio: 1
  Tile: 169 | Grid: ( 5,  1) | Screen: (112,   8) | Depth: -16 | Prio: 1
  Tile: 170 | Grid: ( 5,  2) | Screen: (112,  16) | Depth: -16 | Prio: 1
  Tile: 175 | Grid: ( 5,  8) | Screen: (112,  64) | Depth: -16 | Prio: 1
  Tile: 78  | Grid: ( 5,  9) | Screen: (112,  72) | Depth: -16 | Prio: 1
  Tile: 70  | Grid: ( 5, 14) | Screen: (112, 112) | Depth: -16 | Prio: 1
