Room 0:
  Tile: 5   | Grid: ( 0,  5) | Screen: ( 32,  40) | Depth: -25 | Prio: 0
  Tile: 255 | Grid: ( 6, 13) | Screen: (128, 104) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 6, 12) | Screen: (128,  96) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 7, 12) | Screen: (144,  96) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 7, 11) | Screen: (144,  88) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 8, 11) | Screen: (160,  88) | Depth:   1 | Prio: 19
  Tile: 69  | Grid: ( 8, 10) | Screen: (160,  80) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 5, 12) | Screen: (112,  96) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 5, 11) | Screen: (112,  88) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 6, 11) | Screen: (128,  88) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 6, 10) | Screen: (128,  80) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 7, 10) | Screen: (144,  80) | Depth:   1 | Prio: 19
  Tile: 69  | Grid: ( 7,  9) | Screen: (144,  72) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 4, 11) | Screen: ( 96,  88) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 4, 10) | Screen: ( 96,  80) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 5, 10) | Screen: (112,  80) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 5,  9) | Screen: (112,  72) | Depth:   1 | Prio: 19
  Tile: 255 | Grid: ( 6,  9) | Screen: (128,  72) | Depth:   1 | Prio: 19
  Tile: 69  | Grid: ( 6,  8) | Screen: (128,  64) | Depth:   1 | Prio: 19
  Tile: 68  | Grid: ( 4,  9) | Screen: ( 96,  72) | Depth:   1 | Prio: 19
  Tile: 68  | Grid: ( 5,  8) | Screen: (112,  64) | Depth:   1 | Prio: 19
  Tile: 52  | Grid: (15, 13) | Screen: (272, 104) | Depth:   4 | Prio: 20
  Tile: 51  | Grid: (15, 12) | Screen: (272,  96) | Depth:   4 | Prio: 20
  Tile: 50  | Grid: (15, 11) | Screen: (272,  88) | Depth:   4 | Prio: 20
  Tile: 52  | Grid: (14, 12) | Screen: (256,  96) | Depth:   4 | Prio: 20
  Tile: 51  | Grid: (14, 11) | Screen: (256,  88) | Depth:   4 | Prio: 20
  Tile: 50  | Grid: (14, 10) | Screen: (256,  80) | Depth:   4 | Prio: 20
  Tile: 52  | Grid: (13, 11) | Screen: (240,  88) | Depth:   4 | Prio: 20
  Tile: 51  | Grid: (13, 10) | Screen: (240,  80) | Depth:   4 | Prio: 20
  Tile: 50  | Grid: (13,  9) | Screen: (240,  72) | Depth:   4 | Prio: 20
  Tile: 255 | Grid: (11, 18) | Screen: (208, 144) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (11, 17) | Screen: (208, 136) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (12, 17) | Screen: (224, 136) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (12, 16) | Screen: (224, 128) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (13, 16) | Screen: (240, 128) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (13, 15) | Screen: (240, 120) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (14, 15) | Screen: (256, 120) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (14, 14) | Screen: (256, 112) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (15, 14) | Screen: (272, 112) | Depth:   5 | Prio: 22
  Tile: 69  | Grid: (15, 13) | Screen: (272, 104) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (10, 17) | Screen: (192, 136) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (10, 16) | Screen: (192, 128) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (11, 16) | Screen: (208, 128) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (11, 15) | Screen: (208, 120) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (12, 15) | Screen: (224, 120) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (12, 14) | Screen: (224, 112) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (13, 14) | Screen: (240, 112) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (13, 13) | Screen: (240, 104) | Depth:   5 | Prio: 22
  Tile: 255 | Grid: (14, 13) | Screen: (256, 104) | Depth:   5 | Prio: 22
  Tile: 69  | Grid: (14, 12) | Screen: (256,  96) | Depth:   5 | Prio: 22
  Tile: 68  | Grid: (10, 15) | Screen: (192, 120) | Depth:   5 | Prio: 22
  Tile: 68  | Grid: (11, 14) | Screen: (208, 112) | Depth:   5 | Prio: 22
  Tile: 68  | Grid: (12, 13) | Screen: (224, 104) | Depth:   5 | Prio: 22
  Tile: 68  | Grid: (13, 12) | Screen: (240,  96) | Depth:   5 | Prio: 22
  Tile: 17  | Grid: (14, 19) | Screen: (256, 152) | Depth:   6 | Prio: 27
  Tile: 131 | Grid: (15, 19) | Screen: (272, 152) | Depth:   6 | Prio: 27
  Tile: 132 | Grid: (15, 18) | Screen: (272, 144) | Depth:   6 | Prio: 27
  Tile: 16  | Grid: (13, 18) | Screen: (240, 144) | Depth:   6 | Prio: 27
  Tile: 17  | Grid: (13, 17) | Screen: (240, 136) | Depth:   6 | Prio: 27
  Tile: 129 | Grid: (14, 18) | Screen: (256, 144) | Depth:   6 | Prio: 27
  Tile: 131 | Grid: (14, 17) | Screen: (256, 136) | Depth:   6 | Prio: 27
  Tile: 132 | Grid: (14, 16) | Screen: (256, 128) | Depth:   6 | Prio: 27
  Tile: 129 | Grid: (15, 17) | Screen: (272, 136) | Depth:   6 | Prio: 27
  Tile: 130 | Grid: (15, 16) | Screen: (272, 128) | Depth:   6 | Prio: 27
  Tile: 128 | Grid: (15, 15) | Screen: (272, 120) | Depth:   6 | Prio: 27
  Tile: 68  | Grid: (13, 16) | Screen: (240, 128) | Depth:   6 | Prio: 27
  Tile: 68  | Grid: (14, 15) | Screen: (256, 120) | Depth:   6 | Prio: 27
  Tile: 127 | Grid: (10,  7) | Screen: (192,  56) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: (10,  6) | Screen: (192,  48) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: (10,  5) | Screen: (192,  40) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: (10,  4) | Screen: (192,  32) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: (10,  3) | Screen: (192,  24) | Depth: -11 | Prio: 28
  Tile: 125 | Grid: (10,  2) | Screen: (192,  16) | Depth: -11 | Prio: 28
  Tile: 127 | Grid: ( 9,  6) | Screen: (176,  48) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: ( 9,  5) | Screen: (176,  40) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: ( 9,  4) | Screen: (176,  32) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: ( 9,  3) | Screen: (176,  24) | Depth: -11 | Prio: 28
  Tile: 126 | Grid: ( 9,  2) | Screen: (176,  16) | Depth: -11 | Prio: 28
  Tile: 125 | Grid: ( 9,  1) | Screen: (176,   8) | Depth: -11 | Prio: 28
  Tile: 106 | Grid: ( 1,  4) | Screen: ( 48,  32) | Depth: -25 | Prio: 29
  Tile: 6   | Grid: ( 1,  3) | Screen: ( 48,  24) | Depth: -25 | Prio: 29
  Tile: 7   | Grid: ( 1,  2) | Screen: ( 48,  16) | Depth: -25 | Prio: 29
  Tile: 116 | Grid: ( 1,  1) | Screen: ( 48,   8) | Depth: -25 | Prio: 29
  Tile: 106 | Grid: ( 0,  3) | Screen: ( 32,  24) | Depth: -25 | Prio: 29
  Tile: 6   | Grid: ( 0,  2) | Screen: ( 32,  16) | Depth: -25 | Prio: 29
  Tile: 7   | Grid: ( 0,  1) | Screen: ( 32,   8) | Depth: -25 | Prio: 29
  Tile: 116 | Grid: ( 0,  0) | Screen: ( 32,   0) | Depth: -25 | Prio: 29
  Tile: 108 | Grid: ( 0,  8) | Screen: ( 32,  64) | Depth: -23 | Prio: 30
  Tile: 173 | Grid: ( 0,  7) | Screen: ( 32,  56) | Depth: -23 | Prio: 30
  Tile: 108 | Grid: ( 1,  7) | Screen: ( 48,  56) | Depth: -23 | Prio: 30
  Tile: 176 | Grid: ( 0,  6) | Screen: ( 32,  48) | Depth: -23 | Prio: 30
  Tile: 173 | Grid: ( 1,  6) | Screen: ( 48,  48) | Depth: -23 | Prio: 30
  Tile: 108 | Grid: ( 2,  6) | Screen: ( 64,  48) | Depth: -23 | Prio: 30
  Tile: 172 | Grid: ( 0,  5) | Screen: ( 32,  40) | Depth: -23 | Prio: 30
  Tile: 176 | Grid: ( 1,  5) | Screen: ( 48,  40) | Depth: -23 | Prio: 30
  Tile: 173 | Grid: ( 2,  5) | Screen: ( 64,  40) | Depth: -23 | Prio: 30
  Tile: 108 | Grid: ( 3,  5) | Screen: ( 80,  40) | Depth: -23 | Prio: 30
  Tile: 172 | Grid: ( 1,  4) | Screen: ( 48,  32) | Depth: -23 | Prio: 30
  Tile: 175 | Grid: ( 2,  4) | Screen: ( 64,  32) | Depth: -23 | Prio: 30
  Tile: 174 | Grid: ( 3,  4) | Screen: ( 80,  32) | Depth: -23 | Prio: 30
